ReportingMonth,CustomerID,PodID,OffpeakConsumption,StandardConsumption,PeakConsumption,Block1Consumption,Block2Consumption,Block3Consumption,Block4Consumption,NonTOUConsumption
2016-07-01,8499825247,9240341068,0.0,0.0,0.0,1137.0,0.0,0.0,0.0,0.0
2021-12-01,5588559007,9466886025,0.0,0.0,0.0,226.0,0.0,0.0,0.0,0.0
2022-12-01,9284239795,8529272579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-01,5574669882,5574669152,0.0,0.0,0.0,590.0,0.0,0.0,0.0,0.0
2025-01-01,7340896177,2112273409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01,5058725631,5919881750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,5652786229,5902036220,7878.0,7090.0,3828.0,0.0,0.0,0.0,0.0,0.0
2020-09-01,8691096708,2768684743,0.0,69552.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-01,9455078655,9455078868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01,9382148489,5430457493,0.0,47719.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,9462904936,6892548188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,5335698276,5335698236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,8475691523,6797276228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,6485301760,7999298405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,8134133630,8134133818,37236.0,43378.0,14240.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,9052977771,6315096409,0.0,11820614.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01,5551927509,8938144229,0.0,0.0,0.0,1200.0,154.0,0.0,0.0,0.0
2024-08-01,8209500202,9084375183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,9812626626,5882080103,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0
2023-03-01,7771704773,7771704258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-01,5624614084,6038549805,0.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0
2022-02-01,8345579876,0726519440,0.0,1143.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01,6999908066,8345420967,0.0,0.0,0.0,1200.0,3906.0,0.0,0.0,0.0
2022-01-01,5970967603,8031152551,0.0,0.0,0.0,1200.0,544.0,0.0,0.0,0.0
2024-08-01,5457719813,5457719960,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0
2024-08-01,6886983284,6886983292,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0
2017-01-01,8170683070,8170683919,0.0,0.0,0.0,597.0,0.0,0.0,0.0,0.0
2022-12-01,6824823162,6834982736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-01,6094226850,6265019769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,9991355858,0729290157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,8862768904,8727352837,0.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0
2024-05-01,6639370334,5615736222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,5797576721,6670120748,0.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0
2016-07-01,5203201768,3692718588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,8606537843,1442434669,0.0,0.0,0.0,600.0,289.0,0.0,0.0,0.0
2016-05-01,6988796027,4623600207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,9947044908,0469394452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01,6903998587,6903998249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,6045680834,8334102976,0.0,0.0,0.0,1260.0,108.0,0.0,0.0,0.0
2019-04-01,7688914562,7688914345,215856.0,179198.0,64048.0,0.0,0.0,0.0,0.0,0.0
2019-09-01,7967606731,7967606337,0.0,2970.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,7648251263,9926919835,2937.0,4132.0,1308.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,6715113060,0362342675,0.0,0.0,0.0,600.0,253.0,0.0,0.0,0.0
2021-09-01,5237851265,5237851301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-01,7754444731,7754444957,0.0,0.0,0.0,3640.0,2216.0,0.0,0.0,0.0
2022-02-01,6547523352,6547523109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01,7446050992,6058025118,0.0,0.0,0.0,1858.0,0.0,0.0,0.0,0.0
2024-06-01,6652199613,6652199679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,7882908925,7882908364,0.0,0.0,0.0,2480.0,4230.0,0.0,0.0,0.0
2016-11-01,5714768884,5444497693,0.0,0.0,0.0,436.0,0.0,0.0,0.0,0.0
2022-05-01,5262129995,7294876933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,7833203222,7833203885,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0
2023-09-01,7660530300,8704003448,0.0,0.0,0.0,600.0,641.0,0.0,0.0,0.0
2016-02-01,5287546827,5287546574,0.0,0.0,0.0,1185.0,0.0,0.0,0.0,0.0
2024-02-01,5603723196,6784249372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01,6135024573,6135024197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-01,5829902210,5829902212,0.0,0.0,0.0,1820.0,7633.0,0.0,0.0,0.0
2021-01-01,7833184482,6471962095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,5189579299,0206003562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,9302349385,6614724647,0.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0
2025-01-01,7726671088,7726671809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01,9120104681,9120104240,0.0,0.0,0.0,600.0,42.0,0.0,0.0,0.0
2024-01-01,7493941230,5478907424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,9409842594,9409842151,0.0,0.0,0.0,1840.0,4654.0,0.0,0.0,0.0
2024-05-01,6162372489,6710965115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01,5169740493,1514896666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,8244469571,8244469824,0.0,0.0,0.0,600.0,169.0,0.0,0.0,0.0
2023-04-01,7990438686,7990438758,4976.0,6416.0,2054.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,6471120078,6471120219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,8436279621,6324814874,0.0,0.0,0.0,600.0,478.0,0.0,0.0,0.0
2024-12-01,5393915014,8921937532,0.0,0.0,0.0,1860.0,2665.0,0.0,0.0,0.0
2022-08-01,9536268487,9482885724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,6549269326,2587500000,0.0,0.0,0.0,258.0,0.0,0.0,0.0,0.0
2022-04-01,7622719132,5165322129,0.0,0.0,0.0,484.0,0.0,0.0,0.0,0.0
2020-02-01,5929976463,5929976735,0.0,39136.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,7942782124,7942782063,6682188.0,6668788.0,2665860.0,0.0,0.0,0.0,0.0,0.0
2016-07-01,7114192540,7026100000,0.0,0.0,0.0,354.0,0.0,0.0,0.0,0.0
2016-11-01,9997484259,8965942480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,9500028659,3591537349,0.0,143024.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,7144943817,1269253696,25126.0,21590.0,8496.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,9366256487,5915794143,0.0,0.0,0.0,888.0,0.0,0.0,0.0,0.0
2020-12-01,9684561016,1687366692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,9710615096,9710615082,1656.0,1284.0,536.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,5414811156,5959871125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,9262589001,9262589117,0.0,87400.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,8449701919,8449701581,0.0,0.0,0.0,272.0,0.0,0.0,0.0,0.0
2019-07-01,8008172774,8008172686,14920.0,6674.0,2688.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,9115219284,9115219652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,5286631531,3440997271,0.0,0.0,0.0,456.0,0.0,0.0,0.0,0.0
2024-10-01,5240170665,3412193761,0.0,0.0,0.0,600.0,1806.0,0.0,0.0,0.0
2024-10-01,5136284122,5136284876,0.0,0.0,0.0,942.0,0.0,0.0,0.0,0.0
2024-11-01,7065553113,5822904541,0.0,0.0,0.0,267.0,0.0,0.0,0.0,0.0
2024-11-01,5393432274,6110605141,0.0,0.0,0.0,2382.0,0.0,0.0,0.0,0.0
2022-03-01,5946259057,5946259822,0.0,0.0,0.0,402.0,0.0,0.0,0.0,0.0
2022-10-01,9052277563,7002968591,0.0,0.0,0.0,541.0,0.0,0.0,0.0,0.0
2021-09-01,8897697428,8897697995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01,5910640593,5910640432,0.0,0.0,0.0,1200.0,1042.0,0.0,0.0,0.0
2022-04-01,9666923159,1729312097,0.0,0.0,0.0,814.0,0.0,0.0,0.0,0.0
2024-10-01,8597680119,6853698098,0.0,0.0,0.0,1200.0,2248.0,0.0,0.0,0.0
2016-10-01,9208132470,6310572714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-01,7463584797,7463584801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,8551798748,8551798721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,9522074270,9522074983,0.0,0.0,0.0,676.0,0.0,0.0,0.0,0.0
2022-04-01,6112324201,6112324980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,8969060167,8654355158,0.0,0.0,0.0,1164.0,0.0,0.0,0.0,0.0
2022-09-01,9253538252,7756004577,0.0,0.0,0.0,600.0,687.0,0.0,0.0,0.0
2022-03-01,8978987808,4106488530,0.0,0.0,0.0,1610.0,0.0,0.0,0.0,0.0
2024-06-01,8930941183,5367732146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01,5292863869,7401068693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,9045575283,9045575176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,6205762996,5658997432,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
2025-01-01,5018140324,3505759776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,7645600132,7645600097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,5591077600,5591077007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,5973245173,5326894902,0.0,0.0,0.0,600.0,217.0,0.0,0.0,0.0
2016-02-01,8041882207,8041882060,0.0,0.0,0.0,600.0,333.0,0.0,0.0,0.0
2024-01-01,9435710061,5957105373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,6318659750,5927466472,0.0,0.0,0.0,720.0,2517.0,0.0,0.0,0.0
2016-03-01,5662510184,5662510770,0.0,0.0,0.0,511.0,0.0,0.0,0.0,0.0
2024-04-01,8424315005,8424315666,0.0,0.0,0.0,272.0,0.0,0.0,0.0,0.0
2021-04-01,6255836335,7993176677,0.0,0.0,0.0,382.0,0.0,0.0,0.0,0.0
2021-08-01,8094582082,8094582808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,5885223610,7520041068,0.0,0.0,0.0,1880.0,5347.0,0.0,0.0,0.0
2022-05-01,6969895817,6140426111,0.0,0.0,0.0,523.0,0.0,0.0,0.0,0.0
2021-07-01,9376072785,9376072074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,8643567713,6227820530,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0
2016-11-01,6206587099,6206587606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01,7227117148,7227117512,0.0,0.0,0.0,600.0,942.0,0.0,0.0,0.0
2016-03-01,7012962669,7012962129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,7460684889,7460684738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,5016586405,5016586971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,8234371998,8234371428,0.0,25306.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,5653718373,5691101520,624220.0,325188.0,33456.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,7248459412,7168152832,0.0,0.0,0.0,600.0,928.0,0.0,0.0,0.0
2022-01-01,8021962581,8021962456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,5366083533,5366083968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,8031180089,8159184021,0.0,0.0,0.0,1200.0,852.0,0.0,0.0,0.0
2024-02-01,7942507293,8635158589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,5370792812,8275915903,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0
2022-11-01,6203872019,9479445089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01,5321120989,5435902609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,9796413867,9796413978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,8934565253,8578232196,0.0,0.0,0.0,592.0,0.0,0.0,0.0,0.0
2023-04-01,8400142249,7882010204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-01,7247866314,7658166314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01,6152394253,7121378119,0.0,0.0,0.0,600.0,2608.0,0.0,0.0,0.0
2021-09-01,7180750134,7180750520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01,9854363806,5028578211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,9462547050,9462547770,0.0,0.0,0.0,457.0,0.0,0.0,0.0,0.0
2021-05-01,5484181779,5484181610,0.0,0.0,0.0,600.0,35.0,0.0,0.0,0.0
2023-06-01,6859773331,6859773766,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0
2021-08-01,5370893913,4354997860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,6653567455,6192120078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,5073340114,5073340884,0.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0
2016-06-01,9979915625,9979915443,0.0,0.0,0.0,1920.0,2646.0,0.0,0.0,0.0
2024-08-01,9106684754,9106684768,0.0,0.0,0.0,477.0,0.0,0.0,0.0,0.0
2023-09-01,5114635812,9329702656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-01,7903051467,7903051402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,7420991329,7420991139,0.0,0.0,0.0,2120.0,2512.0,0.0,0.0,0.0
2023-04-01,8620027342,8620027161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,6387381435,6387381298,0.0,0.0,0.0,809.0,0.0,0.0,0.0,0.0
2022-11-01,8220273491,8220273769,0.0,0.0,0.0,294.0,0.0,0.0,0.0,0.0
2024-02-01,9202008296,7636700631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,8032066506,8032066258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,5507032855,9573914540,0.0,0.0,0.0,309.0,0.0,0.0,0.0,0.0
2020-01-01,5367669800,1303685887,3926.0,6960.0,1444.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,9604349289,7827468354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,6381087674,7105433673,52.0,44.0,18.0,0.0,0.0,0.0,0.0,0.0
2023-06-01,9980727224,9586624461,0.0,0.0,0.0,924.0,0.0,0.0,0.0,0.0
2024-09-01,5767235180,5001404470,0.0,0.0,0.0,2002.0,0.0,0.0,0.0,0.0
2022-02-01,6275299138,8897785895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01,7203106814,5277867405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,9271718766,1291510000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-01,6730410975,6730410129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,5090120575,5090120802,0.0,0.0,0.0,1200.0,354.0,0.0,0.0,0.0
2023-01-01,7730341201,8577398361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01,8599288342,8599288398,0.0,0.0,0.0,289.0,0.0,0.0,0.0,0.0
2023-09-01,9376201019,7009847468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01,5603193399,5603193839,0.0,0.0,0.0,313.0,0.0,0.0,0.0,0.0
2021-12-01,8750500090,8153613662,0.0,0.0,0.0,1526.0,103.0,0.0,0.0,0.0
2016-09-01,5712632088,4776575687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01,7987221875,7987221869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,6964323546,6964323118,0.0,0.0,0.0,600.0,96.0,0.0,0.0,0.0
2016-09-01,9145443187,5967549787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,5062723801,6575974962,0.0,0.0,0.0,2460.0,1616.0,0.0,0.0,0.0
2016-01-01,7492512813,7492512812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,8488810122,8488810826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,6921224130,6921224076,0.0,0.0,0.0,600.0,131.0,0.0,0.0,0.0
2025-01-01,5994281336,9002728816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-01,8534729549,0000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,7266985292,8919967701,0.0,0.0,0.0,1151.0,0.0,0.0,0.0,0.0
2021-07-01,5758452707,7451913624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,9238104070,6069110000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,5427080477,5427080631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,6208639101,6208639174,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0
2022-02-01,7288988581,4293455850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,9460236903,8316651699,0.0,0.0,0.0,600.0,1208.0,0.0,0.0,0.0
2025-01-01,5953305446,7247735193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01,8589832636,8589832926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-01,8815708654,8815708337,0.0,0.0,0.0,1543.0,0.0,0.0,0.0,0.0
2015-12-01,5134748996,5134748744,0.0,0.0,0.0,515.0,0.0,0.0,0.0,0.0
2020-03-01,5110737761,5110737320,8396.0,7026.0,4566.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,9466257540,8167040925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,9734775765,9734775928,0.0,0.0,0.0,595.0,0.0,0.0,0.0,0.0
2021-12-01,9665869498,9665869022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,9496491679,9496491202,0.0,0.0,0.0,3560.0,10374.0,0.0,0.0,0.0
2024-11-01,8446461571,5855929364,0.0,0.0,0.0,600.0,164.0,0.0,0.0,0.0
2023-10-01,9931523390,5084180709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,8985832135,3745704004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,5776385256,7306967825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,8389149237,5603351443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,5841272292,5841272311,0.0,0.0,0.0,1200.0,344.0,0.0,0.0,0.0
2024-04-01,6391338416,6391338400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01,5939100782,5939100698,0.0,0.0,0.0,504.0,0.0,0.0,0.0,0.0
2022-05-01,5601320584,3062906858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,9296714657,5500542993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01,6976059176,7036359807,0.0,0.0,0.0,2360.0,202.0,0.0,0.0,0.0
2021-06-01,8787666398,8787666978,0.0,0.0,0.0,2400.0,836.0,0.0,0.0,0.0
2022-08-01,9503197202,8623087150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
